union_code,union_name,upazila_name,district_name,division_name,population,population_underserved,cells_no_road_connection,pct_underserved
uni_200391681,Ruma,Ruma,Bandarban,Chattogram,13547.4369295,0.0,0,0.0
uni_200391672,Remakriprangsa,Ruma,Bandarban,Chattogram,7040.5299045,0.0,0,0.0
uni_200391605,Paindu,Ruma,Bandarban,Chattogram,7857.559944,0.0,0,0.0
uni_200391307,Galengya,Ruma,Bandarban,Chattogram,11434.392352,0.0,0,0.0
uni_200389739,Taracha,Rowangchhari,Bandarban,Chattogram,8534.044255,0.0,0,0.0
uni_200389672,Rowangchhari Sadar,Rowangchhari,Bandarban,Chattogram,5968.1419485,0.0,0,0.0
uni_200389539,Nowapatang,Rowangchhari,Bandarban,Chattogram,5390.184088,0.0,0,0.0
uni_200389109,Alekkhyong,Rowangchhari,Bandarban,Chattogram,3679.367761,0.0,0,0.0
uni_200373706,Sonaichhari,Naikkhyongchhari,Bandarban,Chattogram,13263.790764,0.0,0,0.0
uni_200373541,Naikkhyongchhari Sadar,Naikkhyongchhari,Bandarban,Chattogram,22775.796735,0.0,0,0.0
uni_205158211,Dakkhin Char Ababil,Raipur,Lakshmipur,Chattogram,27825.1651,0.0,0,0.0
uni_205158444,Keroa,Raipur,Lakshmipur,Chattogram,29853.23755,0.0,0,0.0
uni_401823544,Nehalpur,Chuadanga Sadar,Chuadanga,Khulna,25653.12528,0.0,0,0.0
uni_306852212,Daulatpur,Manohardi,Narsingdi,Dhaka,25655.4473,0.0,0,0.0
uni_306852714,Shukundi,Manohardi,Narsingdi,Dhaka,25178.0102,0.0,0,0.0
uni_306852482,Lebutala,Manohardi,Narsingdi,Dhaka,34007.0237,0.0,0,0.0
uni_306852464,Krishnapur,Manohardi,Narsingdi,Dhaka,15026.9951,0.0,0,0.0
uni_306852455,Khidirpur,Manohardi,Narsingdi,Dhaka,30008.60276,0.0,0,0.0
uni_306852446,Kanchikata,Manohardi,Narsingdi,Dhaka,26898.532610000002,0.0,0,0.0
uni_306852313,Gotashia,Manohardi,Narsingdi,Dhaka,29250.40176,0.0,0,0.0
uni_306852246,Ekduaria,Manohardi,Narsingdi,Dhaka,29183.076530000002,0.0,0,0.0
uni_306852194,Char Mandalia,Manohardi,Narsingdi,Dhaka,14298.6495,0.0,0,0.0
uni_306863409,Jinardi,Palash,Narsingdi,Dhaka,38970.0556,0.0,0,0.0
uni_306852185,Chandanbari,Manohardi,Narsingdi,Dhaka,17291.70983,0.0,0,0.0
uni_306852176,Chalakchar,Manohardi,Narsingdi,Dhaka,19422.82605,0.0,0,0.0
uni_306852142,Barachapa,Manohardi,Narsingdi,Dhaka,27534.56017,0.0,0,0.0
uni_306852037,Manohardi Pourasabha (Municipality),Manohardi,Narsingdi,Dhaka,19962.72,0.0,0,0.0
uni_306807710,Sallabad,Belabo,Narsingdi,Dhaka,28161.1634,0.0,0,0.0
uni_306807610,Patuli,Belabo,Narsingdi,Dhaka,36926.6149,0.0,0,0.0
uni_306807543,Narayanpur,Belabo,Narsingdi,Dhaka,43222.6343,0.0,0,0.0
uni_306860025,Madhabdi Pourasabha (Municipality),Narsingdi Sadar,Narsingdi,Dhaka,63194.26,0.0,0,0.0
uni_306860050,Narsingdi Pourasabha (Municipality),Narsingdi Sadar,Narsingdi,Dhaka,152577.6666,0.0,0,0.0
uni_306860109,Alokbali,Narsingdi Sadar,Narsingdi,Dhaka,28939.86793,0.0,0,0.0
uni_306860118,Amdia,Narsingdi Sadar,Narsingdi,Dhaka,41532.86386,0.0,0,0.0
uni_306863209,Danga,Palash,Narsingdi,Dhaka,53395.2623,0.0,0,0.0
uni_306863175,Char Sindur,Palash,Narsingdi,Dhaka,28730.397,0.0,0,0.0
uni_306863015,Ghorashal Pourasabha (Municipality),Palash,Narsingdi,Dhaka,108363.5776,0.0,0,0.0
uni_306860716,Shilmandi,Narsingdi Sadar,Narsingdi,Dhaka,86459.8005,0.0,0,0.0
uni_306860624,Panchdona,Narsingdi Sadar,Narsingdi,Dhaka,50093.0454,0.0,0,0.0
uni_306860615,Paikarchar,Narsingdi Sadar,Narsingdi,Dhaka,42469.435,0.0,0,0.0
uni_306860556,Nuralapur,Narsingdi Sadar,Narsingdi,Dhaka,24380.7315,0.0,0,0.0
uni_306860547,Nazarpur,Narsingdi Sadar,Narsingdi,Dhaka,42787.387378,0.0,0,0.0
uni_306860521,Meherpara,Narsingdi Sadar,Narsingdi,Dhaka,67068.3918,0.0,0,0.0
uni_306860512,Mahishashura,Narsingdi Sadar,Narsingdi,Dhaka,55597.74695,0.0,0,0.0
uni_306860453,Karimpur,Narsingdi Sadar,Narsingdi,Dhaka,20092.07118,0.0,0,0.0
uni_306860444,Kanthalia,Narsingdi Sadar,Narsingdi,Dhaka,26422.0717,0.0,0,0.0
uni_306860344,Hajipur,Narsingdi Sadar,Narsingdi,Dhaka,23144.6602,0.0,0,0.0
uni_306860186,Chinishpur,Narsingdi Sadar,Narsingdi,Dhaka,40190.3058,0.0,0,0.0
uni_306860177,Char Dighaldi,Narsingdi Sadar,Narsingdi,Dhaka,22756.38232,0.0,0,0.0
uni_306807179,Char Ujilabo,Belabo,Narsingdi,Dhaka,13621.5784,0.0,0,0.0
uni_306807161,Binnabaid,Belabo,Narsingdi,Dhaka,34088.931,0.0,0,0.0
uni_306807152,Belabo,Belabo,Narsingdi,Dhaka,17553.5198,0.0,0,0.0
uni_306706517,Musapur,Bandar,Narayanganj,Dhaka,36828.478,0.0,0,0.0
uni_306706441,Kalagachhia,Bandar,Narayanganj,Dhaka,65502.8796,0.0,0,0.0
uni_306706209,Dhamgar,Bandar,Narayanganj,Dhaka,42311.8208,0.0,0,0.0
uni_306706142,Bandar,Bandar,Narayanganj,Dhaka,37912.3874,0.0,0,0.0
uni_306704728,Shambhupura,Sonargaon,Narayanganj,Dhaka,41728.682816,0.0,0,0.0
uni_306704719,Sanmandi,Sonargaon,Narayanganj,Dhaka,50506.55,0.0,0,0.0
uni_306704710,Sadipur,Sonargaon,Narayanganj,Dhaka,58717.365,0.0,0,0.0
uni_306704610,Pirojpur,Sonargaon,Narayanganj,Dhaka,95853.2756,0.0,0,0.0
uni_306704543,Noagaon,Sonargaon,Narayanganj,Dhaka,19734.6493,0.0,0,0.0
uni_306704509,Mograpara,Sonargaon,Narayanganj,Dhaka,43524.9603,0.0,0,0.0
uni_306704442,Kanchpur,Sonargaon,Narayanganj,Dhaka,113472.9158,0.0,0,0.0
uni_306704408,Jampur,Sonargaon,Narayanganj,Dhaka,49069.6209,0.0,0,0.0
uni_306704151,Baradi,Sonargaon,Narayanganj,Dhaka,21778.373485,0.0,0,0.0
uni_306704142,Baidyer Bazar,Sonargaon,Narayanganj,Dhaka,32143.38045,0.0,0,0.0
uni_306704066,Sonargaon Pourasabha (Municipality),Sonargaon,Narayanganj,Dhaka,26495.6751,0.0,0,0.0
uni_306702778,Uchitpur,Araihazar,Narayanganj,Dhaka,15248.129700000001,0.0,0,0.0
uni_306706508,Madanpur,Bandar,Narayanganj,Dhaka,57023.3345,0.0,0,0.0
uni_306758109,Alirtek,Narayanganj Sadar,Narayanganj,Dhaka,36600.6979,0.0,0,0.0
uni_306807143,Baznabo,Belabo,Narsingdi,Dhaka,19266.1761,0.0,0,0.0
uni_306758142,Baktabali,Narayanganj Sadar,Narayanganj,Dhaka,72463.13014,0.0,0,0.0
uni_306807109,Amlabo,Belabo,Narsingdi,Dhaka,32238.96056,0.0,0,0.0
uni_306768676,Rupganj,Rupganj,Narayanganj,Dhaka,63324.80887,0.0,0,0.0
uni_306768510,Murapara,Rupganj,Narayanganj,Dhaka,38744.192,0.0,0,0.0
uni_306768443,Kayetpara,Rupganj,Narayanganj,Dhaka,74613.777198,0.0,0,0.0
uni_306768310,Golakandail,Rupganj,Narayanganj,Dhaka,79380.2177,0.0,0,0.0
uni_306768210,Daudpur,Rupganj,Narayanganj,Dhaka,43493.35421,0.0,0,0.0
uni_306768151,Bhulta,Rupganj,Narayanganj,Dhaka,36816.386,0.0,0,0.0
uni_306768142,Bholaba,Rupganj,Narayanganj,Dhaka,27303.88863,0.0,0,0.0
uni_306768077,Taraba Pourasabha (Municipality),Rupganj,Narayanganj,Dhaka,197821.2826,0.0,0,0.0
uni_306768033,Kanchan Pourasabha (Municipality),Rupganj,Narayanganj,Dhaka,50252.66635,0.0,0,0.0
uni_306758453,Kutubpur,Narayanganj Sadar,Narayanganj,Dhaka,353695.9785,0.0,0,0.0
uni_306758444,Kashipur,Narayanganj Sadar,Narayanganj,Dhaka,84560.80799999999,0.0,0,0.0
uni_306758311,Gognagar,Narayanganj Sadar,Narayanganj,Dhaka,33693.3638,0.0,0,0.0
uni_306758277,Fatullah,Narayanganj Sadar,Narayanganj,Dhaka,183290.2515,0.0,0,0.0
uni_306758243,Enayetnagar,Narayanganj Sadar,Narayanganj,Dhaka,167792.054,0.0,0,0.0
uni_306863309,Gazaria,Palash,Narsingdi,Dhaka,26746.5146,0.0,0,0.0
uni_306864080,Raipura Pourasabha (Municipality),Raipura,Narsingdi,Dhaka,23003.3489,0.0,0,0.0
uni_306702512,Mahmudpur,Araihazar,Narayanganj,Dhaka,29027.3106,0.0,0,0.0
uni_308247516,Majhbari,Kalukhali,Rajbari,Dhaka,19822.7057,0.0,0,0.0
uni_308273342,Habaspur,Pangsha,Rajbari,Dhaka,43828.037488,0.0,0,0.0
uni_308273151,Bahadurpur,Pangsha,Rajbari,Dhaka,21678.344273,0.0,0,0.0
uni_308273142,Babupara,Pangsha,Rajbari,Dhaka,18192.70247,0.0,0,0.0
uni_308273033,Pangsha Pourasabha (Municipality),Pangsha,Rajbari,Dhaka,34662.1436,0.0,0,0.0
uni_308247709,Saorail,Kalukhali,Rajbari,Dhaka,21876.92209,0.0,0,0.0
uni_308247675,Ratandia,Kalukhali,Rajbari,Dhaka,23812.742708,0.0,0,0.0
uni_308247525,Mrigi,Kalukhali,Rajbari,Dhaka,16490.32787,0.0,0,0.0
uni_308247507,Madapur,Kalukhali,Rajbari,Dhaka,18070.17903,0.0,0,0.0
uni_306864109,Adiabad,Raipura,Narsingdi,Dhaka,13087.23958,0.0,0,0.0
uni_308247440,Kalikapur,Kalukhali,Rajbari,Dhaka,11741.50422,0.0,0,0.0
uni_308247142,Boalia,Kalukhali,Rajbari,Dhaka,22525.80326,0.0,0,0.0
uni_308229772,Ujanchar,Goalanda,Rajbari,Dhaka,33956.9992545,0.0,0,0.0
uni_308229175,Chhota Bhakla,Goalanda,Rajbari,Dhaka,10945.08688,0.0,0,0.0
uni_308229022,Goalanda Pourasabha (Municipality),Goalanda,Rajbari,Dhaka,10282.08616,0.0,0,0.0
uni_308207552,Narua,Baliakandi,Rajbari,Dhaka,20095.33926,0.0,0,0.0
uni_308207543,Nababpur,Baliakandi,Rajbari,Dhaka,33527.16646,0.0,0,0.0
uni_308273409,Jashai,Pangsha,Rajbari,Dhaka,18710.9537,0.0,0,0.0
uni_308273443,Kalimahar,Pangsha,Rajbari,Dhaka,21068.21625,0.0,0,0.0
uni_308273452,Kasba Majhail,Pangsha,Rajbari,Dhaka,26857.56047,0.0,0,0.0
uni_308273511,Machhpara,Pangsha,Rajbari,Dhaka,26061.39756,0.0,0,0.0
uni_308276715,Shahid Wahabpur,Rajbari Sadar,Rajbari,Dhaka,23945.97525,0.0,0,0.0
uni_308276681,Ramkantapur,Rajbari Sadar,Rajbari,Dhaka,25341.99622,0.0,0,0.0
uni_308276614,Panchuria,Rajbari Sadar,Rajbari,Dhaka,13311.98745,0.0,0,0.0
uni_308276522,Mulghar,Rajbari Sadar,Rajbari,Dhaka,18972.72212,0.0,0,0.0
uni_308276454,Khankhanapur,Rajbari Sadar,Rajbari,Dhaka,28351.24645,0.0,0,0.0
uni_308276445,Khanganj,Rajbari Sadar,Rajbari,Dhaka,7730.443585,0.0,0,0.0
uni_308276213,Dadshi,Rajbari Sadar,Rajbari,Dhaka,25053.34128,0.0,0,0.0
uni_308276179,Chandani,Rajbari Sadar,Rajbari,Dhaka,15726.374469999999,0.0,0,0.0
uni_308276161,Basantapur,Rajbari Sadar,Rajbari,Dhaka,38066.37833,0.0,0,0.0
uni_308276143,Banibaha,Rajbari Sadar,Rajbari,Dhaka,26460.82588,0.0,0,0.0
uni_308276109,Alipur,Rajbari Sadar,Rajbari,Dhaka,24820.19096,0.0,0,0.0
uni_308276066,Rajbari Pourasabha (Municipality),Rajbari Sadar,Rajbari,Dhaka,50617.8715,0.0,0,0.0
uni_308273712,Sarisha,Pangsha,Rajbari,Dhaka,20148.79221,0.0,0,0.0
uni_308273612,Patta,Pangsha,Rajbari,Dhaka,21099.92899,0.0,0,0.0
uni_308273520,Mourat,Pangsha,Rajbari,Dhaka,24387.51043,0.0,0,0.0
uni_308207418,Jangal,Baliakandi,Rajbari,Dhaka,27462.02193,0.0,0,0.0
uni_308207409,Jamalpur,Baliakandi,Rajbari,Dhaka,37334.68043,0.0,0,0.0
uni_308207375,Islampur,Baliakandi,Rajbari,Dhaka,32470.86516,0.0,0,0.0
uni_306864549,Musapur,Raipura,Narsingdi,Dhaka,36428.28191,0.0,0,0.0
uni_306864540,Mirzarchar,Raipura,Narsingdi,Dhaka,12768.21907,0.0,0,0.0
uni_306864531,Mirzapur,Raipura,Narsingdi,Dhaka,38766.6087,0.0,0,0.0
uni_306864522,Mirzanagar,Raipura,Narsingdi,Dhaka,27704.0694,0.0,0,0.0
uni_306864513,Marjal,Raipura,Narsingdi,Dhaka,39038.8224,0.0,0,0.0
uni_306864504,Maheshpur,Raipura,Narsingdi,Dhaka,26051.405899999998,0.0,0,0.0
uni_306864343,Hairmara,Raipura,Narsingdi,Dhaka,11425.1528,0.0,0,0.0
uni_306864214,Doukarchar,Raipura,Narsingdi,Dhaka,17019.62915,0.0,0,0.0
uni_306864213,Char Subuddhi,Raipura,Narsingdi,Dhaka,19582.54695,0.0,0,0.0
uni_306864204,Char Madhua,Raipura,Narsingdi,Dhaka,11987.63058,0.0,0,0.0
uni_306864195,Char Aralia,Raipura,Narsingdi,Dhaka,17302.12624,0.0,0,0.0
uni_306864186,Chanpur,Raipura,Narsingdi,Dhaka,22742.47647,0.0,0,0.0
uni_306864177,Chanderkandi,Raipura,Narsingdi,Dhaka,12478.4405,0.0,0,0.0
uni_306864144,Banshgari,Raipura,Narsingdi,Dhaka,16761.045695,0.0,0,0.0
uni_306864127,Amirganj,Raipura,Narsingdi,Dhaka,56332.3461,0.0,0,0.0
uni_306864118,Alipura,Raipura,Narsingdi,Dhaka,15327.1704,0.0,0,0.0
uni_306864542,Nilakkha,Raipura,Narsingdi,Dhaka,28590.352880000002,0.0,0,0.0
uni_306864607,Palashtali,Raipura,Narsingdi,Dhaka,40244.02266,0.0,0,0.0
uni_308207151,Baliakandi,Baliakandi,Rajbari,Dhaka,25621.47388,0.0,0,0.0
uni_306864616,Paratali,Raipura,Narsingdi,Dhaka,31979.42916,0.0,0,0.0
uni_308207142,Baharpur,Baliakandi,Rajbari,Dhaka,37358.441475,0.0,0,0.0
uni_306876711,Sadharchar,Shibpur,Narsingdi,Dhaka,24032.85948,0.0,0,0.0
uni_306876611,Putia,Shibpur,Narsingdi,Dhaka,76819.6359,0.0,0,0.0
uni_306876511,Machhimpur,Shibpur,Narsingdi,Dhaka,21409.575679999998,0.0,0,0.0
uni_306876419,Joynagar,Shibpur,Narsingdi,Dhaka,30343.85335,0.0,0,0.0
uni_306876410,Joshar,Shibpur,Narsingdi,Dhaka,32671.96562,0.0,0,0.0
uni_306876211,Dulalpur,Shibpur,Narsingdi,Dhaka,29253.55346,0.0,0,0.0
uni_306876177,Chakradha,Shibpur,Narsingdi,Dhaka,24178.23164,0.0,0,0.0
uni_306876143,Baghaba,Shibpur,Narsingdi,Dhaka,27109.28681,0.0,0,0.0
uni_306876109,Ayubpur,Shibpur,Narsingdi,Dhaka,32752.230799999998,0.0,0,0.0
uni_306876087,Shibpur Pourasabha (Municipality),Shibpur,Narsingdi,Dhaka,19677.1586,0.0,0,0.0
uni_306864772,Uttar Bakharnagar,Raipura,Narsingdi,Dhaka,23826.0262,0.0,0,0.0
uni_306864707,Sreenagar,Raipura,Narsingdi,Dhaka,24559.340086,0.0,0,0.0
uni_306864682,Raipura,Raipura,Narsingdi,Dhaka,13672.03037,0.0,0,0.0
uni_306864673,Radhanagar,Raipura,Narsingdi,Dhaka,22612.2709,0.0,0,0.0
uni_306702711,Satgram,Araihazar,Narayanganj,Dhaka,69471.91129999999,0.0,0,0.0
uni_306702453,Khakkanda,Araihazar,Narayanganj,Dhaka,25284.06773,0.0,0,0.0
uni_205158676,Raipur,Raipur,Lakshmipur,Chattogram,13404.0558,0.0,0,0.0
uni_305670210,Daragram,Saturia,Manikganj,Dhaka,17502.22423,0.0,0,0.0
uni_305678109,Arua,Shibalay,Manikganj,Dhaka,15067.943711,0.0,0,0.0
uni_305670744,Tilli,Saturia,Manikganj,Dhaka,20293.93296,0.0,0,0.0
uni_305670710,Saturia,Saturia,Manikganj,Dhaka,16048.61901,0.0,0,0.0
uni_305670346,Hargaj,Saturia,Manikganj,Dhaka,12648.31992,0.0,0,0.0
uni_305670279,Fukurhati,Saturia,Manikganj,Dhaka,16571.65819,0.0,0,0.0
uni_305670228,Dighulia,Saturia,Manikganj,Dhaka,14497.10137,0.0,0,0.0
uni_305670219,Dhankora,Saturia,Manikganj,Dhaka,38663.83761,0.0,0,0.0
uni_305670151,Baraid,Saturia,Manikganj,Dhaka,17932.61479,0.0,0,0.0
uni_305924160,Bhaberchar,Gazaria,Munshiganj,Dhaka,21701.84166,0.0,0,0.0
uni_305670142,Baliati,Saturia,Manikganj,Dhaka,14375.66918,0.0,0,0.0
uni_305646613,Putail,Manikganj Sadar,Manikganj,Dhaka,27747.755259999998,0.0,0,0.0
uni_305646546,Nabagram,Manikganj Sadar,Manikganj,Dhaka,24639.82561,0.0,0,0.0
uni_305646446,Krishnapur,Manikganj Sadar,Manikganj,Dhaka,33658.11826,0.0,0,0.0
uni_305646412,Jagir,Manikganj Sadar,Manikganj,Dhaka,47403.13034,0.0,0,0.0
uni_305646345,Hatipara,Manikganj Sadar,Manikganj,Dhaka,24529.63318,0.0,0,0.0
uni_305646311,Garpara,Manikganj Sadar,Manikganj,Dhaka,18277.65451,0.0,0,0.0
uni_305678506,Mahadebpur,Shibalay,Manikganj,Dhaka,29307.18092,0.0,0,0.0
uni_305678705,Shibalay,Shibalay,Manikganj,Dhaka,26288.767855000002,0.0,0,0.0
uni_305678714,Shimulia,Shibalay,Manikganj,Dhaka,18572.22787,0.0,0,0.0
uni_305678740,Teota,Shibalay,Manikganj,Dhaka,39274.000499,0.0,0,0.0
uni_305924142,Baluakandi,Gazaria,Munshiganj,Dhaka,25738.84995,0.0,0,0.0
uni_305682746,Talebpur,Singair,Manikganj,Dhaka,13742.3155,0.0,0,0.0
uni_305682720,Singair,Singair,Manikganj,Dhaka,3776.7433,0.0,0,0.0
uni_305682711,Shaesta,Singair,Manikganj,Dhaka,21238.62384,0.0,0,0.0
uni_305682429,Joymantap,Singair,Manikganj,Dhaka,25221.98959,0.0,0,0.0
uni_305682420,Jamsha,Singair,Manikganj,Dhaka,23295.11156,0.0,0,0.0
uni_305682411,Jamirta,Singair,Manikganj,Dhaka,42286.9605,0.0,0,0.0
uni_305682212,Dhalla,Singair,Manikganj,Dhaka,51155.81256,0.0,0,0.0
uni_305682186,Charigram,Singair,Manikganj,Dhaka,12532.87423,0.0,0,0.0
uni_305682177,Chandahar,Singair,Manikganj,Dhaka,48830.13499,0.0,0,0.0
uni_305682151,Bayra,Singair,Manikganj,Dhaka,16801.87683,0.0,0,0.0
uni_305682142,Baldhara,Singair,Manikganj,Dhaka,30972.5037,0.0,0,0.0
uni_305682087,Singair Pourasabha (Municipality),Singair,Manikganj,Dhaka,17836.626369999998,0.0,0,0.0
uni_305678783,Uthali,Shibalay,Manikganj,Dhaka,25537.90646,0.0,0,0.0
uni_305678774,Ulail,Shibalay,Manikganj,Dhaka,20585.68824,0.0,0,0.0
uni_305646211,Dighi,Manikganj Sadar,Manikganj,Dhaka,21795.26608,0.0,0,0.0
uni_305646152,Bhararia,Manikganj Sadar,Manikganj,Dhaka,25092.15842,0.0,0,0.0
uni_305646143,Betila Mitara,Manikganj Sadar,Manikganj,Dhaka,21349.86173,0.0,0,0.0
uni_305622310,Ghior,Ghior,Manikganj,Dhaka,21952.84687,0.0,0,0.0
uni_305622151,Baniajuri,Ghior,Manikganj,Dhaka,25204.72713,0.0,0,0.0
uni_305622142,Baliakhora,Ghior,Manikganj,Dhaka,25702.68192,0.0,0,0.0
uni_305610454,Khalsi,Daulatpur,Manikganj,Dhaka,24876.87693,0.0,0,0.0
uni_305610445,Kalia,Daulatpur,Manikganj,Dhaka,27410.10243,0.0,0,0.0
uni_305610411,Jianpur,Daulatpur,Manikganj,Dhaka,23121.87922,0.0,0,0.0
uni_305610212,Dhamsar,Daulatpur,Manikganj,Dhaka,22371.05343,0.0,0,0.0
uni_305610186,Char Katari,Daulatpur,Manikganj,Dhaka,12638.209593,0.0,0,0.0
uni_305610177,Chak Mirpur,Daulatpur,Manikganj,Dhaka,29515.0708,0.0,0,0.0
uni_305610151,Baghutia,Daulatpur,Manikganj,Dhaka,25804.587360999998,0.0,0,0.0
uni_305610142,Bachamara,Daulatpur,Manikganj,Dhaka,24688.98424,0.0,0,0.0
uni_305487795,Uttar Baheratala,Shibchar,Madaripur,Dhaka,13460.41839,0.0,0,0.0
uni_305487786,Umedpur,Shibchar,Madaripur,Dhaka,27757.52954,0.0,0,0.0
uni_305487735,Shiruail,Shibchar,Madaripur,Dhaka,15601.39186,0.0,0,0.0
uni_305487726,Shibchar,Shibchar,Madaripur,Dhaka,6039.77703,0.0,0,0.0
uni_305487717,Sannyasirchar,Shibchar,Madaripur,Dhaka,22620.60413,0.0,0,0.0
uni_305622160,Baratia,Ghior,Manikganj,Dhaka,25754.12039,0.0,0,0.0
uni_305622542,Nali,Ghior,Manikganj,Dhaka,17582.30603,0.0,0,0.0
uni_305646109,Atigram,Manikganj Sadar,Manikganj,Dhaka,22035.87959,0.0,0,0.0
uni_305622609,Payla,Ghior,Manikganj,Dhaka,19323.48226,0.0,0,0.0
uni_305646050,Manikganj Pourasabha (Municipality),Manikganj Sadar,Manikganj,Dhaka,84868.0793,0.0,0,0.0
uni_305628715,Sutalari,Harirampur,Manikganj,Dhaka,7536.1529199999995,0.0,0,0.0
uni_305628681,Ramkrishnapur,Harirampur,Manikganj,Dhaka,4560.4711783,0.0,0,0.0
uni_305628482,Lechhraganj,Harirampur,Manikganj,Dhaka,18496.33885,0.0,0,0.0
uni_305628448,Kanchanpur,Harirampur,Manikganj,Dhaka,6376.2644359999995,0.0,0,0.0
uni_305628348,Harukandi,Harirampur,Manikganj,Dhaka,10113.261539,0.0,0,0.0
uni_305628322,Gopinathpur,Harirampur,Manikganj,Dhaka,7626.495647,0.0,0,0.0
uni_305628313,Gala,Harirampur,Manikganj,Dhaka,15347.65177,0.0,0,0.0
uni_305628213,Dhulshura,Harirampur,Manikganj,Dhaka,8158.7159067,0.0,0,0.0
uni_305628179,Chala,Harirampur,Manikganj,Dhaka,18171.03069,0.0,0,0.0
uni_305628161,Boyra,Harirampur,Manikganj,Dhaka,7327.143894,0.0,0,0.0
uni_305628152,Balla,Harirampur,Manikganj,Dhaka,16060.58535,0.0,0,0.0
uni_305628143,Balara,Harirampur,Manikganj,Dhaka,9687.909002,0.0,0,0.0
uni_305628109,Azimnagar,Harirampur,Manikganj,Dhaka,9901.35727,0.0,0,0.0
uni_305622709,Singjuri,Ghior,Manikganj,Dhaka,16773.68973,0.0,0,0.0
uni_305924151,Baushia,Gazaria,Munshiganj,Dhaka,23973.9738,0.0,0,0.0
uni_305924310,Gazaria,Gazaria,Munshiganj,Dhaka,19492.956727,0.0,0,0.0
uni_306702444,Kalapaharia,Araihazar,Narayanganj,Dhaka,30682.243905,0.0,0,0.0
uni_305984454,Kukutia,Sreenagar,Munshiganj,Dhaka,18789.71835,0.0,0,0.0
uni_305994109,Abdullapur,Tongibari,Munshiganj,Dhaka,10009.0083,0.0,0,0.0
uni_305984749,Tantar,Sreenagar,Munshiganj,Dhaka,15225.6072,0.0,0,0.0
uni_305984731,Sreenagar,Sreenagar,Munshiganj,Dhaka,21207.08082,0.0,0,0.0
uni_305984722,Shyamsiddhi,Sreenagar,Munshiganj,Dhaka,23058.993566,0.0,0,0.0
uni_305984713,Sholaghar,Sreenagar,Munshiganj,Dhaka,19697.27926,0.0,0,0.0
uni_305984679,Rarikhal,Sreenagar,Munshiganj,Dhaka,19560.3868,0.0,0,0.0
uni_305984612,Patabhog,Sreenagar,Munshiganj,Dhaka,22909.2181,0.0,0,0.0
uni_305984445,Kolapara,Sreenagar,Munshiganj,Dhaka,19963.3541,0.0,0,0.0
uni_305924319,Guagachhia,Gazaria,Munshiganj,Dhaka,15064.31938,0.0,0,0.0
uni_305984345,Hansara,Sreenagar,Munshiganj,Dhaka,19774.35398,0.0,0,0.0
uni_305984170,Birtara,Sreenagar,Munshiganj,Dhaka,10762.1082,0.0,0,0.0
uni_305984161,Bhagyakul,Sreenagar,Munshiganj,Dhaka,24423.18897,0.0,0,0.0
uni_305984152,Baraikhali,Sreenagar,Munshiganj,Dhaka,20951.414946,0.0,0,0.0
uni_305984143,Baghra,Sreenagar,Munshiganj,Dhaka,28866.464069999998,0.0,0,0.0
uni_305984109,Atpara,Sreenagar,Munshiganj,Dhaka,14582.5862,0.0,0,0.0
uni_305974716,Shekharnagar,Sirajdikhan,Munshiganj,Dhaka,12530.9803,0.0,0,0.0
uni_305994118,Arial,Tongibari,Munshiganj,Dhaka,13334.4437,0.0,0,0.0
uni_305994127,Autshahi,Tongibari,Munshiganj,Dhaka,19009.1114,0.0,0,0.0
uni_305994131,Baligaon,Tongibari,Munshiganj,Dhaka,17888.1142,0.0,0,0.0
uni_305994145,Betka,Tongibari,Munshiganj,Dhaka,23725.9268,0.0,0,0.0
uni_306702344,Haijadi,Araihazar,Narayanganj,Dhaka,31247.5667,0.0,0,0.0
uni_306702277,Fatehpur,Araihazar,Narayanganj,Dhaka,23196.5049,0.0,0,0.0
uni_306702210,Duptara,Araihazar,Narayanganj,Dhaka,66087.4027,0.0,0,0.0
uni_306702151,Brahmandi,Araihazar,Narayanganj,Dhaka,58180.8089,0.0,0,0.0
uni_306702142,Bishnandi,Araihazar,Narayanganj,Dhaka,46669.61403,0.0,0,0.0
uni_306702035,Gopaldi Pourasabha (Municipality),Araihazar,Narayanganj,Dhaka,47678.2945,0.0,0,0.0
uni_306702015,Araihazar Pourasabha (Municipality),Araihazar,Narayanganj,Dhaka,37971.6555,0.0,0,0.0
uni_305994714,Sonarang Tongibari,Tongibari,Munshiganj,Dhaka,20360.4842,0.0,0,0.0
uni_305994614,Panchgaon,Tongibari,Munshiganj,Dhaka,14520.62781,0.0,0,0.0
uni_305994456,Kathadia Shimulia,Tongibari,Munshiganj,Dhaka,11145.3159,0.0,0,0.0
uni_305994447,Kamarkhara,Tongibari,Munshiganj,Dhaka,11793.1783,0.0,0,0.0
uni_305994413,Jashalang,Tongibari,Munshiganj,Dhaka,16292.14479,0.0,0,0.0
uni_305994346,Hasail Banari,Tongibari,Munshiganj,Dhaka,8609.769809,0.0,0,0.0
uni_305994221,Dighirpar,Tongibari,Munshiganj,Dhaka,5684.2633,0.0,0,0.0
uni_305994212,Dhipur,Tongibari,Munshiganj,Dhaka,19017.8131,0.0,0,0.0
uni_305974690,Rashunia,Sirajdikhan,Munshiganj,Dhaka,16723.9444,0.0,0,0.0
uni_305974681,Rajanagar,Sirajdikhan,Munshiganj,Dhaka,19990.965109999997,0.0,0,0.0
